x,left,right
10,0.29399051601892734,0.29545681197793683
11,0.29485111207530723,0.2889434759062992
12,0.30058984416934775,0.2889434759062992
13,0.3088235294117647,0.27833039927179765
14,0.33808909342176646,0.30902281457479536
15,0.34285714285714286,0.3326488677446173
16,0.33378228661731935,0.3286087263518562
17,0.34390521855225087,0.34215120115937747
18,0.34775562236674024,0.3559685546195782
19,0.3719772115772185,0.3286087263518562
20,0.32857142857142857,0.3286087263518562
21,0.3433112526693874,0.3369262728027024
22,0.3577370654113185,0.3422987432310777
23,0.34285714285714286,0.33820008257890805
24,0.3719772115772185,0.33820008257890805
25,0.35340003980684964,0.3183121644987832
26,0.35769149729150423,0.32360628863314517
27,0.3233895676208201,0.30835896243411876
28,0.3388469790998867,0.31903940365665545
29,0.3240563530633214,0.31762769891006715
30,0.33890236789981265,0.30835896243411876
31,0.33890236789981265,0.3183121644987832
32,0.3235294117647059,0.31828509647858294
33,0.28014522972236605,0.24951314462072213
34,0.27356644148693054,0.20542831677801945
35,0.24242424242424243,0.17179113807746668
36,0.25097277731716483,0.1609556949949126
37,0.281977741937055,0.17732711706026927
38,0.28125,0.17901644376762554
39,0.28863447910789225,0.21202388648538395
40,0.29545681197793683,0.2442280878345213
41,0.32419648554687147,0.28735153690897913
42,0.33890236789981265,0.28858548681883717
43,0.3382352941176471,0.30322960918752423
44,0.3291656368398899,0.29434230908692777
45,0.310224068210414,0.3134470086591258
46,0.31879117423028475,0.3266924804257039
47,0.3088235294117647,0.3033060081972676
48,0.30942318979937844,0.30398391636559674
49,0.30058984416934775,0.28810584408705164
50,0.2855977389887699,0.31113569564352755
51,0.3086900418198737,0.2971605667359775
52,0.3148052630849925,0.30322960918752423
53,0.3148052630849925,0.2971605667359775
54,0.3086900418198737,0.2889434759062992
55,0.3028912664076913,0.30591577186365393
56,0.2726021397669222,0.2955789108613512
57,0.2022382021682929,0.2283511532822941
58,0.1726650578661389,0.19616078309212348
59,0.15504341823651058,0.20463130769430204
60,0.14192619076279653,0.20463130769430204
61,0.16872516323808495,0.22168760765634493
62,0.22685647650708882,0.2724429605943788
63,0.2726021397669222,0.2882848393627175
64,0.29361010975735174,0.2882848393627175
65,0.2998776259382084,0.303290995664233
66,0.29399051601892734,0.2882848393627175
67,0.29411764705882354,0.2882848393627175
68,0.3148052630849925,0.3175595767375309
69,0.3235294117647059,0.2889434759062992
70,0.33386736584553,0.31903940365665545
71,0.31008997524187976,0.3183121644987832
72,0.3180358297280759,0.29721642983914115
73,0.3331803930484605,0.3183533742879968
74,0.3233895676208201,0.31762769891006715
75,0.3491721366240494,0.31828509647858294
76,0.31493372881696086,0.3175595767375309
77,0.3235294117647059,0.30902281457479536
78,0.3235294117647059,0.30902281457479536
79,0.32419648554687147,0.30322960918752423
80,0.30378599425940744,0.28148007663992397
81,0.15089291007086422,0.15156614518940417
82,0.14607595477733093,0.1287645559959301
83,0.15089291007086422,0.15926661187623908
84,0.20463130769430204,0.1874085142663273
85,0.22054054569561543,0.19804648199796174
86,0.2189005736046007,0.18181818181818182
87,0.18148518120567103,0.171875
88,0.2727272727272727,0.25048402753040816
89,0.3088235294117647,0.28735153690897913
90,0.3088235294117647,0.3039989631973579
91,0.31493372881696086,0.30835896243411876
92,0.3235294117647059,0.30398391636559674
93,0.3387005140059033,0.34847566394997725
94,0.3388469790998867,0.3183121644987832
95,0.3527886192227128,0.3183121644987832
96,0.3290313657199489,0.32431394950488873
97,0.3235294117647059,0.3183121644987832
98,0.32921944310267515,0.3333333333333333
99,0.33890236789981265,0.3333446226208677
100,0.3388469790998867,0.31903940365665545
